area,route_id,route,location,url,avg_stars,grade,grade_simple,grade_int,pitches,length,x,y,region_1,region_2,region_3,region_4,x_diff,y_diff,description,protection,text,bad_tags,feature_tags,other_tags,skill,good_tags,bad_ind,good_ind,fun_ind,pretty_ind,boulder_ind,rope_ind,trad_ind,sport_ind,tr_ind
NC,107508292,Carolina Bamboo,1. Southern Mountains Region > 107 Boulders > Front Door Boulder,https://www.mountainproject.com/route/107508292/carolina-bamboo,3.4,V3,v3,3,1,15,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Front Door Boulder,NA,0,0,"Sit start in middle of face, up on sidepulls, trend left on slopey ledge, big move to horn, keep it together for the mantle.",Crash pad,"carolina bamboo: sit start in middle of face, up on sidepulls, trend left on slopey ledge, big move to horn, keep it together for the mantle.",-,"face, ledge, sloper",-,mantle,-,0,0,0,0,1,0,0,0,0
NC,112874561,Baby Groot,1. Southern Mountains Region > 107 Boulders > Front Door Boulder,https://www.mountainproject.com/route/112874561/baby-groot,3.2,V1 PG13,v1,1,1,10,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Front Door Boulder,NA,0,0,Effective beginner route.  Designed to be strength intensive with a strong pull at Baby Groot -or- technique oriented with a heel hook on the upper left ledge.,"Spotter, crash pad optional.",baby groot: effective beginner route.  designed to be strength intensive with a strong pull at baby groot -or- technique oriented with a heel hook on the upper left ledge.,-,ledge,-,heel hook,-,0,0,0,0,1,0,0,0,0
NC,118270682,Stupid Little Head,1. Southern Mountains Region > 107 Boulders > Front Door Boulder,https://www.mountainproject.com/route/118270682/stupid-little-head,3,V3 PG13,v3,3,1,15,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Front Door Boulder,NA,0,0,"Start left hand on sharp crimp, right hand in sidepull pocket around head height. Climb up using arete and face holds, rock over the arete about halfway up and finish on the slab of Hetchy Sketchy",Pads and spotters. Be sure to pad the rock right below the transition to the slab,"stupid little head: start left hand on sharp crimp, right hand in sidepull pocket around head height. climb up using arete and face holds, rock over the arete about halfway up and finish on the slab of hetchy sketchy",-,"arete, crimp, face, pocket, slab",-,-,-,0,0,0,0,1,0,0,0,0
NC,107521994,Triple B Stand,1. Southern Mountains Region > 107 Boulders > Front Door Boulder,https://www.mountainproject.com/route/107521994/triple-b-stand,2.8,V3,v3,3,1,NA,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Front Door Boulder,NA,0,0,5) Start on a ramp and climb straight up a slopey bulge.,Crashpad,triple b stand: 5) start on a ramp and climb straight up a slopey bulge.,-,sloper,-,-,-,0,0,0,0,1,0,0,0,0
NC,107521977,Hetchy Sketchy,1. Southern Mountains Region > 107 Boulders > Front Door Boulder,https://www.mountainproject.com/route/107521977/hetchy-sketchy,2,V1,v1,1,1,15,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Front Door Boulder,NA,0,0,2) A tall black slab with the crux about 3/4 of the way up.,Crashpad.,hetchy sketchy: 2) a tall black slab with the crux about 3/4 of the way up.,-,"crux, slab",-,-,-,0,0,0,0,1,0,0,0,0
NC,107521991,Thorn in My Side,1. Southern Mountains Region > 107 Boulders > Front Door Boulder,https://www.mountainproject.com/route/107521991/thorn-in-my-side,2,V1,v1,1,1,NA,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Front Door Boulder,NA,0,0,4) Start in a seam and follow the crack up and left.,Crashpad,thorn in my side: 4) start in a seam and follow the crack up and left.,-,crack,-,-,-,0,0,0,0,1,0,0,0,0
NC,200622060,Sitting Boulder Mantle,1. Southern Mountains Region > 107 Boulders > Front Door Boulder,https://www.mountainproject.com/route/200622060/sitting-boulder-mantle,2,V2-,v2,2,1,5,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Front Door Boulder,NA,0,0,"I love this thing, super fun to warm up on, and has a 'left' and 'right' variant depending on where you put your feet. I think feet right (put your foot on the starting jug) is easier, but feet left (get a heel hook on top of the rock to the left) is more fun. Start on the Jug about two feet off the ground, then bump left to the nice hold, choose desired feet direction, then mantle to the top.","1 pad, optional","sitting boulder mantle: i love this thing, super fun to warm up on, and has a 'left' and 'right' variant depending on where you put your feet. i think feet right (put your foot on the starting jug) is easier, but feet left (get a heel hook on top of the rock to the left) is more fun. start on the jug about two feet off the ground, then bump left to the nice hold, choose desired feet direction, then mantle to the top.",-,jug,thin,"heel hook, mantle","easier, fun, nice, warm up",0,1,1,0,1,0,0,0,0
NC,200634125,Slippery When Whet,1. Southern Mountains Region > 107 Boulders > Front Door Boulder,https://www.mountainproject.com/route/200634125/slippery-when-whet,2.5,V3,v3,3,1,12,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Front Door Boulder,NA,0,0,"Eliminant immediately down and left from Thorn in My Side. Crack is off-limits for this route.Sit start on horizontal quartz dike crimps. Mantle, stem and press yer way up. Move to crimp pinch to the right of the Thorn in my side crack, hike the feet and move straight up the boulder.",pad and spotter,"slippery when whet: eliminant immediately down and left from thorn in my side. crack is off-limits for this route.sit start on horizontal quartz dike crimps. mantle, stem and press yer way up. move to crimp pinch to the right of the thorn in my side crack, hike the feet and move straight up the boulder.",-,"crack, crimp",-,mantle,-,0,0,0,0,1,0,0,0,0
NC,107521985,Triple B Sit,1. Southern Mountains Region > 107 Boulders > Front Door Boulder,https://www.mountainproject.com/route/107521985/triple-b-sit,2.5,V8,v8,8,1,8,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Front Door Boulder,NA,0,0,3) Start on a slopey sidepull and go left towards a rounded top,crashpad,triple b sit: 3) start on a slopey sidepull and go left towards a rounded top,-,sloper,-,-,-,0,0,0,0,1,0,0,0,0
NC,200634160,Big Brier Bear Hug,1. Southern Mountains Region > 107 Boulders > Front Door Boulder,https://www.mountainproject.com/route/200634160/big-brier-bear-hug,2,V5,v5,5,1,16,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Front Door Boulder,NA,0,0,"Thorn in My Side Eliminant, The crack, and everything left of the crack is totally off.Start down in a scoop slab, balance up into grips on Arete. Move left to pinch crimp that is to the right of Thorn in Side Crack. Hike your right heel up and start-a-slappin up very blunt arete, using crystal crimps and small dishes as you go. Exit up and right.",pad and spotter,"big brier bear hug: thorn in my side eliminant, the crack, and everything left of the crack is totally off.start down in a scoop slab, balance up into grips on arete. move left to pinch crimp that is to the right of thorn in side crack. hike your right heel up and start-a-slappin up very blunt arete, using crystal crimps and small dishes as you go. exit up and right.",-,"arete, crack, crimp, slab",thin,balance,-,0,0,0,0,1,0,0,0,0
NC,123789565,Butt Dial,1. Southern Mountains Region > 107 Boulders > Front Door Boulder,https://www.mountainproject.com/route/123789565/butt-dial,2.5,V7-,v7,7,1,9,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Front Door Boulder,NA,0,0,"Start right hand undercling crimp, left hand sloper below crack.  To establish, get high right heel on crystal line (may have to stack pads).  From being established, bump right hand to crimp, then bump to sloper.  Drop foot to lower crimp line, big move out right to the horn.  Swing a right heel hook on project boulder arete and big left hand to jog top out.",4 or more pads.  May need to stack as establishment is kind of tall.,"butt dial: start right hand undercling crimp, left hand sloper below crack.  to establish, get high right heel on crystal line (may have to stack pads).  from being established, bump right hand to crimp, then bump to sloper.  drop foot to lower crimp line, big move out right to the horn.  swing a right heel hook on project boulder arete and big left hand to jog top out.",-,"arete, crack, crimp, sloper",-,heel hook,-,0,0,0,0,1,0,0,0,0
NC,107530910,Milk Thistle,1. Southern Mountains Region > 107 Boulders > Giant Slab Boulder,https://www.mountainproject.com/route/107530910/milk-thistle,4,V3+,v3,3,1,NA,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Giant Slab Boulder,NA,0,0,"29) Stand Start in jug sidepulls, climb up and left on slopey slab features",Crashpad,"milk thistle: 29) stand start in jug sidepulls, climb up and left on slopey slab features",-,"jug, slab, sloper",-,-,-,0,0,0,0,1,0,0,0,0
NC,201856956,Moss Choss,1. Southern Mountains Region > 107 Boulders > Giant Slab Boulder,https://www.mountainproject.com/route/201856956/moss-choss,2,V2,v2,2,1,15,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Giant Slab Boulder,NA,0,0,"Start with the left hand pinched on the areté, and the right down low. Do a compression start, then move up the rock using the areté and slopey crimps. You eventually meet up with the same crack as Milk Thistle, instead of finishing along the crack, rock over to the left and finish up on the slab. (I believe this is the finish to Crunchy Arete). I had to clear off a lot of moss, so I think im the FA? If not please just let me know and ill change it.",Two pads,"moss choss: start with the left hand pinched on the areté, and the right down low. do a compression start, then move up the rock using the areté and slopey crimps. you eventually meet up with the same crack as milk thistle, instead of finishing along the crack, rock over to the left and finish up on the slab. (i believe this is the finish to crunchy arete). i had to clear off a lot of moss, so i think im the fa? if not please just let me know and ill change it.",choss,"arete, crack, crimp, slab, sloper",thin,-,-,1,0,0,0,1,0,0,0,0
NC,107530923,Hard Slab Projects,1. Southern Mountains Region > 107 Boulders > Giant Slab Boulder,https://www.mountainproject.com/route/107530923/hard-slab-projects,3,V6,v6,6,1,NA,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Giant Slab Boulder,NA,0,0,"31) More hard slab projects start in crystal band, go straight up to juggy crystals, top out around 25 feet",Crashpad,"hard slab projects: 31) more hard slab projects start in crystal band, go straight up to juggy crystals, top out around 25 feet",-,"jug, slab",-,-,-,0,0,0,0,1,0,0,0,0
NC,200622420,Pullback Topology,1. Southern Mountains Region > 107 Boulders > Innuendo Boulder,https://www.mountainproject.com/route/200622420/pullback-topology,2,V1 PG13,v1,1,1,15,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Innuendo Boulder,NA,0,0,"Start on any of the lower jugs, and climb up to the lip, where its pretty flat then pull yourself over the ledge (crux), then top out. The top is a little scary since you have to get some high feet and lean back with some bad hand holds. Fall can be bad since you slide down the hill, so definitely need some pads and an attentive spotter.",Pads and spotter,"pullback topology: start on any of the lower jugs, and climb up to the lip, where its pretty flat then pull yourself over the ledge (crux), then top out. the top is a little scary since you have to get some high feet and lean back with some bad hand holds. fall can be bad since you slide down the hill, so definitely need some pads and an attentive spotter.",bad,"crux, jug, ledge",scary,-,-,1,0,0,0,1,0,0,0,0
NC,200621947,Closed Manifold,1. Southern Mountains Region > 107 Boulders > Innuendo Boulder,https://www.mountainproject.com/route/200621947/closed-manifold,2,V2,v2,2,1,15,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Innuendo Boulder,NA,0,0,"Same start as Tranquility Point, but instead of going right, go straight up and do some big moves into jugs, then finish with some mantle move (crux) and slab to the top of the boulder.",2 pads,"closed manifold: same start as tranquility point, but instead of going right, go straight up and do some big moves into jugs, then finish with some mantle move (crux) and slab to the top of the boulder.",-,"crux, jug, slab",-,mantle,-,0,0,0,0,1,0,0,0,0
NC,107522047,Whispering Eye,1. Southern Mountains Region > 107 Boulders > Innuendo Boulder,https://www.mountainproject.com/route/107522047/whispering-eye,3,V8,v8,8,1,NA,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Innuendo Boulder,NA,0,0,"16) Sit Start on crystals crimps, big moves to gain slopey crimps at lip, move left along lip to the apex of the boulder",Crashpad,"whispering eye: 16) sit start on crystals crimps, big moves to gain slopey crimps at lip, move left along lip to the apex of the boulder",-,"crimp, sloper",-,-,-,0,0,0,0,1,0,0,0,0
NC,107522037,Rageing Bulge,1. Southern Mountains Region > 107 Boulders > Innuendo Boulder,https://www.mountainproject.com/route/107522037/rageing-bulge,3,V7,v7,7,1,NA,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Innuendo Boulder,NA,0,0,14) Start on a slopey block and climb straight up a blunt prow.,Crashpad,rageing bulge: 14) start on a slopey block and climb straight up a blunt prow.,-,sloper,-,-,-,0,0,0,0,1,0,0,0,0
NC,118805707,Tranquility Point,1. Southern Mountains Region > 107 Boulders > Innuendo Boulder,https://www.mountainproject.com/route/118805707/tranquility-point,2.7,V4,v4,4,1,NA,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Innuendo Boulder,NA,0,0,Start on the obvious triangular feature with good feet. Trend right along the sloppy rail and top out at the highest point of the boulder.,Pads & spotter(s) landing isn't great.,tranquility point: start on the obvious triangular feature with good feet. trend right along the sloppy rail and top out at the highest point of the boulder.,-,-,-,-,good,0,1,0,0,1,0,0,0,0
NC,127339268,Whispering Guy,1. Southern Mountains Region > 107 Boulders > Innuendo Boulder,https://www.mountainproject.com/route/127339268/whispering-guy,3,V6-7,v7,7,1,15,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Innuendo Boulder,NA,0,0,"Start on 2 crimps (same as Whispering Eye) in a cut out quarts slot, move up and right to a jug, then match a sloper and move into the whispering eye pinch arete. Finish on whispering eye.",-,"whispering guy: start on 2 crimps (same as whispering eye) in a cut out quarts slot, move up and right to a jug, then match a sloper and move into the whispering eye pinch arete. finish on whispering eye.",-,"arete, crimp, jug, sloper",-,-,-,0,0,0,0,1,0,0,0,0
NC,200881443,Menstrual Fingering,1. Southern Mountains Region > 107 Boulders > Mega Arete Boulder,https://www.mountainproject.com/route/200881443/menstrual-fingering,3,V4 R,v4,4,1,25,-83.13873,35.19565,1. Southern Mountains Region,107 Boulders,Mega Arete Boulder,NA,0,0,"Start with hands in finger crack, follow crack to the end. Then get a foot out to the right and top the boulder. Recommended to practice the last ≈8ft on top rope first, a fall from here would be bad.",-,"menstrual fingering: start with hands in finger crack, follow crack to the end. then get a foot out to the right and top the boulder. recommended to practice the last ≈8ft on top rope first, a fall from here would be bad.",bad,crack,-,-,-,1,0,0,0,1,0,0,0,0
NC,123516525,Bob Esponja,1. Southern Mountains Region > 107 Boulders > New Frontiers Boulder,https://www.mountainproject.com/route/123516525/bob-esponja,3,V3,v3,3,1,11,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,New Frontiers Boulder,NA,0,0,"Start low on the lowest right hand crimp, left on higher slopey crimp. Do big right-hand move to a decent full pad crimp. Finish up the boulder by following out the rest of the crimps with some fun balancy foot movement.",-,"bob esponja: start low on the lowest right hand crimp, left on higher slopey crimp. do big right-hand move to a decent full pad crimp. finish up the boulder by following out the rest of the crimps with some fun balancy foot movement.",-,"crimp, sloper",-,balance,fun,0,1,1,0,1,0,0,0,0
NC,123516456,Olde Flesh,1. Southern Mountains Region > 107 Boulders > New Frontiers Boulder,https://www.mountainproject.com/route/123516456/olde-flesh,2.5,V3,v3,3,1,12,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,New Frontiers Boulder,NA,0,0,"Start on the same holds as New Flesh. Instead of climbing into the face, throw left into an arete. Top out on the same jug as new flesh.Couldn't Decide on v3 or v4 as it is definitely exponentially harder if you don't have a large ape index, maybe a couple of grades harder.",Pad and Spotter,"olde flesh: start on the same holds as new flesh. instead of climbing into the face, throw left into an arete. top out on the same jug as new flesh.couldn't decide on v3 or v4 as it is definitely exponentially harder if you don't have a large ape index, maybe a couple of grades harder.",-,"arete, face, jug",-,-,-,0,0,0,0,1,0,0,0,0
NC,123508041,New Flesh Arete,1. Southern Mountains Region > 107 Boulders > New Frontiers Boulder,https://www.mountainproject.com/route/123508041/new-flesh-arete,2.5,V4,v4,4,1,12,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,New Frontiers Boulder,NA,0,0,Sit start on the obvious left hand juggy crimp that cuts into the arete and right-hand crimp/pinch below it. Move up the face while also bumping up the arete with some fun balancy moves to a fun dead point to a jug and finally a mantle top out.,Pad and Spotter,new flesh arete: sit start on the obvious left hand juggy crimp that cuts into the arete and right-hand crimp/pinch below it. move up the face while also bumping up the arete with some fun balancy moves to a fun dead point to a jug and finally a mantle top out.,-,"arete, crimp, face, jug",-,"balance, mantle",fun,0,1,1,0,1,0,0,0,0
NC,123516506,Wills Skid Marks,1. Southern Mountains Region > 107 Boulders > New Frontiers Boulder,https://www.mountainproject.com/route/123516506/wills-skid-marks,3,V7-,v7,7,1,10,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,New Frontiers Boulder,NA,0,0,"Start with left hard dull shark tooth crimp, right on low slopey side pull. Stab right hand up to the jug with a easy top out.",Pad and Spotter,"wills skid marks: start with left hard dull shark tooth crimp, right on low slopey side pull. stab right hand up to the jug with a easy top out.",-,"crimp, jug, sloper",-,-,easy,0,1,0,0,1,0,0,0,0
NC,123507978,Peanut Drizzle,1. Southern Mountains Region > 107 Boulders > New Frontiers Boulder,https://www.mountainproject.com/route/123507978/peanut-drizzle,2,V4,v4,4,1,12,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,New Frontiers Boulder,NA,0,0,"Start on the obvious right hand crimp a little less than six feet high and another (but worse) left hand crimp that is about a foot and a half left of the big right hand (hard to find this crimp, sometimes dirty). Either Dyno straight to the top from this starting position or do a techy/balancy dance up the face to a still large but smaller dead point to the top out of the boulder.Side note, If you're super tall 6,2 or above. You can just reach all the way up to the top out jug from the starting hand and that makes the climb significantly easier.",Pad and Spotter,"peanut drizzle: start on the obvious right hand crimp a little less than six feet high and another (but worse) left hand crimp that is about a foot and a half left of the big right hand (hard to find this crimp, sometimes dirty). either dyno straight to the top from this starting position or do a techy/balancy dance up the face to a still large but smaller dead point to the top out of the boulder.side note, if you're super tall 6,2 or above. you can just reach all the way up to the top out jug from the starting hand and that makes the climb significantly easier.",dirty,"crimp, face, jug",-,"balance, dyno, techy",easier,1,1,0,0,1,0,0,0,0
NC,123874243,Car Pool Tunnel,1. Southern Mountains Region > 107 Boulders > New Frontiers Boulder,https://www.mountainproject.com/route/123874243/car-pool-tunnel,3,V4,v4,4,1,15,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,New Frontiers Boulder,NA,0,0,"Start Matched at the lowest point in the arete, move up the arete slapping and heel hooking as you go, top out on the horn and climb off. This thing is nails. Its like a longer, easier and more fun version of the politician. Possible low low start that has yet to see a FA",Pad And Spotter,"car pool tunnel: start matched at the lowest point in the arete, move up the arete slapping and heel hooking as you go, top out on the horn and climb off. this thing is nails. its like a longer, easier and more fun version of the politician. possible low low start that has yet to see a fa",-,arete,thin,heel hook,"easier, fun",0,1,1,0,1,0,0,0,0
NC,124804764,PD Sit,1. Southern Mountains Region > 107 Boulders > New Frontiers Boulder,https://www.mountainproject.com/route/124804764/pd-sit,3,V5,v5,5,1,12,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,New Frontiers Boulder,NA,0,0,"Sit start of Peanut drizzle. Probably the best line on the boulder, fun techy movement. Sit start on crimpy slopers. Move up to the stand with bad feet and fun crimping. Follow either crimps or dyno to top of normal PD both are the same grade.",Pad and Spotter,"pd sit: sit start of peanut drizzle. probably the best line on the boulder, fun techy movement. sit start on crimpy slopers. move up to the stand with bad feet and fun crimping. follow either crimps or dyno to top of normal pd both are the same grade.",bad,"crimp, sloper",-,"dyno, techy","best, fun",1,1,1,0,1,0,0,0,0
NC,118794952,Petroleum Jelly,1. Southern Mountains Region > 107 Boulders > Petroleum Boulder,https://www.mountainproject.com/route/118794952/petroleum-jelly,2.7,V3,v3,3,1,NA,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Petroleum Boulder,NA,0,0,"Start pretty much as low as your wingspan will allow. Go straight up the prow and finesse your way up to the top of the climb. (This can be done on either side). Good, short boulder problem, Fun for the whole gang!",Pad(s) good landing.,"petroleum jelly: start pretty much as low as your wingspan will allow. go straight up the prow and finesse your way up to the top of the climb. (this can be done on either side). good, short boulder problem, fun for the whole gang!",-,-,-,-,"fun, good",0,1,1,0,1,0,0,0,0
NC,118805662,Glass Corner,1. Southern Mountains Region > 107 Boulders > Petroleum Boulder,https://www.mountainproject.com/route/118805662/glass-corner,2.5,V2,v2,2,1,NA,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Petroleum Boulder,NA,0,0,Stem your way up the slippery corner to reach the jug at the top. Keep it together for the top-out-crux.,Pad(s),glass corner: stem your way up the slippery corner to reach the jug at the top. keep it together for the top-out-crux.,-,"crux, jug",-,-,-,0,0,0,0,1,0,0,0,0
NC,107530897,Revamp,1. Southern Mountains Region > 107 Boulders > Triangle Boulder,https://www.mountainproject.com/route/107530897/revamp,2,V2,v2,2,1,NA,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Triangle Boulder,NA,0,0,"26)  Start in jug break, climb up arête and over bulge",nothing,"revamp: 26)  start in jug break, climb up arête and over bulge",-,"arete, jug",-,-,-,0,0,0,0,1,0,0,0,0
NC,119989380,Hallway project low start,1. Southern Mountains Region > 107 Boulders > Triangle Boulder,https://www.mountainproject.com/route/119989380/hallway-project-low-start,4,V8 PG13,v8,8,1,20,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Triangle Boulder,NA,0,0,27) start in the lowest left hole on two jugs cut out right to the start of hallway project,-,hallway project low start: 27) start in the lowest left hole on two jugs cut out right to the start of hallway project,-,jug,-,-,-,0,0,0,0,1,0,0,0,0
NC,107530903,Hallway project (stand),1. Southern Mountains Region > 107 Boulders > Triangle Boulder,https://www.mountainproject.com/route/107530903/hallway-project-stand,4,V7 R,v7,7,1,10,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Triangle Boulder,NA,0,0,"27)  Stand start on blocky holds at head height, go straight up without using the arête (V7ish??)",Several crash pads to fill in the hole with.,"hallway project (stand): 27)  stand start on blocky holds at head height, go straight up without using the arête (v7ish??)",-,arete,-,-,-,0,0,0,0,1,0,0,0,0
NC,107530893,A New Beginning,1. Southern Mountains Region > 107 Boulders > Triangle Boulder,https://www.mountainproject.com/route/107530893/a-new-beginning,3,V5 PG13,v5,5,1,NA,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Triangle Boulder,NA,0,0,"25)  Sit Start low on right facing sidepull , gain obvious jug, use pinches and sidepulls to top   Variation: 25a. Beginning Anew- V6  Start low in break on the left, climb into same finish",Crashpad and spotter. Be aware of the large hole just in front of the climb and don't fall into it.,"a new beginning: 25)  sit start low on right facing sidepull , gain obvious jug, use pinches and sidepulls to top   variation: 25a. beginning anew- v6  start low in break on the left, climb into same finish",-,jug,-,-,-,0,0,0,0,1,0,0,0,0
NC,107530906,Vendetta,1. Southern Mountains Region > 107 Boulders > Triangle Boulder,https://www.mountainproject.com/route/107530906/vendetta,3,V4 PG13,v4,4,1,NA,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Triangle Boulder,NA,0,0,"28)  Start on arête and sidepull, climb up triangle feature to slopey top",Spotter and crashpad,"vendetta: 28)  start on arête and sidepull, climb up triangle feature to slopey top",-,"arete, sloper",-,-,-,0,0,0,0,1,0,0,0,0
NC,127342088,"Glory Hole, Bitch!",1. Southern Mountains Region > 107 Boulders > Triangle Boulder,https://www.mountainproject.com/route/127342088/glory-hole-bitch,2.5,V5,v5,5,1,20,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Triangle Boulder,NA,0,0,Start down in the glory hole using the arete and a bad right hand and climb out using the arete and some cool grips w your right(revamp v2). Top out on the tip top of boulder.,pads and spotter,"glory hole, bitch!: start down in the glory hole using the arete and a bad right hand and climb out using the arete and some cool grips w your right(revamp v2). top out on the tip top of boulder.",bad,arete,-,-,cool,1,1,0,0,1,0,0,0,0
NC,127342184,"Glory hole, Goon!",1. Southern Mountains Region > 107 Boulders > Triangle Boulder,https://www.mountainproject.com/route/127342184/glory-hole-goon,3,V6,v6,6,1,20,-83.13872,35.19564,1. Southern Mountains Region,107 Boulders,Triangle Boulder,NA,0,0,"GHB Eliminant, so arete is off. Start on the same jugs as revamp, throw up and left to a bad pinch, lock off and get to some underclings and then go up through various grips turned the wrong way to the top out, and some how don't use the arete!!!!",pad and spotter,"glory hole, goon!: ghb eliminant, so arete is off. start on the same jugs as revamp, throw up and left to a bad pinch, lock off and get to some underclings and then go up through various grips turned the wrong way to the top out, and some how don't use the arete!!!!",bad,"arete, jug",-,-,-,1,0,0,0,1,0,0,0,0
NC,107530885,Horizontal Waterfall,1. Southern Mountains Region > 107 Boulders > Wave Boulder,https://www.mountainproject.com/route/107530885/horizontal-waterfall,2.5,V3,v3,3,1,NA,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Wave Boulder,NA,0,0,"24)   V3 from the right/ V4 from the left:  Sit Start on sidepull(right) or undercling(left) , move up through pinch/undercling to slopers and top",none,"horizontal waterfall: 24)   v3 from the right/ v4 from the left:  sit start on sidepull(right) or undercling(left) , move up through pinch/undercling to slopers and top",-,sloper,-,-,-,0,0,0,0,1,0,0,0,0
NC,200621835,Incoming Transmission,1. Southern Mountains Region > 107 Boulders > Wave Boulder,https://www.mountainproject.com/route/200621835/incoming-transmission,2,V2,v2,2,1,15,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Wave Boulder,NA,0,0,Sit start on the jug at the bottom of the crack and follow sidepulls up the slab to bulge sidepull on the right of the crack to the cruxy top out.,2 pads. Make sure to pad the sitting boulder to the right of the climb.,incoming transmission: sit start on the jug at the bottom of the crack and follow sidepulls up the slab to bulge sidepull on the right of the crack to the cruxy top out.,-,"crack, crux, jug, slab",-,-,-,0,0,0,0,1,0,0,0,0
NC,200621979,Freshmans Dream,1. Southern Mountains Region > 107 Boulders > Wave Boulder,https://www.mountainproject.com/route/200621979/freshmans-dream,2,V2,v2,2,1,15,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Wave Boulder,NA,0,0,"Sit start in the crack in the middle of the boulder, make a big move to the under cling pinch to the left, fix feet, move from the pinch to the crystal sidepull directly above the sidepull, then find the dimpled slopers on the top of the rock then top out.",1-2 pads,"freshmans dream: sit start in the crack in the middle of the boulder, make a big move to the under cling pinch to the left, fix feet, move from the pinch to the crystal sidepull directly above the sidepull, then find the dimpled slopers on the top of the rock then top out.",-,"crack, sloper",-,-,-,0,0,0,0,1,0,0,0,0
NC,200827062,Appalachian Crackhead,1. Southern Mountains Region > 107 Boulders > Wave Boulder,https://www.mountainproject.com/route/200827062/appalachian-crackhead,3,V2 R,v2,2,1,16,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Wave Boulder,NA,0,0,"Same start as Find Your Balls, then work your way up the crack to the top",Crashpad and Spotter,"appalachian crackhead: same start as find your balls, then work your way up the crack to the top",-,crack,-,-,-,0,0,0,0,1,0,0,0,0
NC,200574289,Field Extension,1. Southern Mountains Region > 107 Boulders > Wave Boulder,https://www.mountainproject.com/route/200574289/field-extension,2,V3,v3,3,1,12,-83.13872,35.19565,1. Southern Mountains Region,107 Boulders,Wave Boulder,NA,0,0,"Sit start on the jug below the start of Horizontal Waterfall that is about a foot off the ground. Find the nice low rail crimps, work your way to the first crack to the right, then the second crack. Stay low in the second crack then make a large move to a pinch at the top of the boulder. Find the dimple slopey part above the pinch, match then bomb to the jug about 2-3 feet to the left then top out. Try not to use the crystal side pull or flat sloper/crimp to the left of the pinch otherwise you skip the crux of the climb. There's a V2 variant where you start in Transmission and move into Field Extension, which is called Field.",2-3 pads,"field extension: sit start on the jug below the start of horizontal waterfall that is about a foot off the ground. find the nice low rail crimps, work your way to the first crack to the right, then the second crack. stay low in the second crack then make a large move to a pinch at the top of the boulder. find the dimple slopey part above the pinch, match then bomb to the jug about 2-3 feet to the left then top out. try not to use the crystal side pull or flat sloper/crimp to the left of the pinch otherwise you skip the crux of the climb. there's a v2 variant where you start in transmission and move into field extension, which is called field.",-,"crack, crimp, crux, jug, sloper",-,-,nice,0,1,0,0,1,0,0,0,0
